	Crosshead,	Load,	Time,	Video,	Axial,	Traverse
	3,05020529776812,	72,8803984375,	36,6069984436035,	39,0559997558594,	0,00571419997140765,	-0,000865721027366817
	3,05173266679049,	72,8916328125,	36,6269989013672,	39,0559997558594,	0,00571419997140765,	-0,000865721027366817
	3,05329379625618,	72,9029296875,	36,6469993591309,	39,1147994995117,	0,00576929003000259,	-0,000890043971594423
	3,0549387447536,	72,920328125,	36,6669998168945,	39,1147994995117,	0,00576929003000259,	-0,000890043971594423
	3,0566172208637,	72,9474296875,	36,6870002746582,	39,1147994995117,	0,00576929003000259,	-0,000890043971594423
	3,05826216936111,	72,9655,	36,7070007324219,	39,1147994995117,	0,00576929003000259,	-0,000890043971594423
	3,05994087830186,	72,9837734375,	36,7270011901855,	39,173698425293,	0,00580016989260912,	-0,00086854601977393
	3,06158559396863,	73,0065625,	36,7470016479492,	39,173698425293,	0,00580016989260912,	-0,00086854601977393
	3,06316348724067,	73,026859375,	36,7669982910156,	39,173698425293,	0,00580016989260912,	-0,00086854601977393
	3,06479167193174,	73,037796875,	36,7869987487793,	39,2324981689453,	0,00581048987805843,	-0,00084962701657787
	3,06648691184819,	73,0623125,	36,806999206543,	39,2324981689453,	0,00581048987805843,	-0,00084962701657787
	3,06826620362699,	73,088859375,	36,8269996643066,	39,2324981689453,	0,00581048987805843,	-0,00084962701657787
	3,07012931443751,	73,1233515625,	36,8470001220703,	39,2324981689453,	0,00581048987805843,	-0,00084962701657787
	3,07195913046598,	73,14496875,	36,867000579834,	39,2913017272949,	0,00580938020721078,	-0,000863171007949859
	3,07377171702683,	73,1741953125,	36,8870010375977,	39,2913017272949,	0,00580938020721078,	-0,000863171007949859
	3,07558430358768,	73,200359375,	36,9070014953613,	39,2913017272949,	0,00580938020721078,	-0,000863171007949859
	3,07734706439078,	73,218921875,	36,9269981384277,	39,4089012145996,	0,00582053977996111,	-0,000877193990163505
	3,07907583191991,	73,2432109375,	36,9469985961914,	39,4089012145996,	0,00582053977996111,	-0,000877193990163505
	3,080771304667,	73,25828125,	36,9669990539551,	39,4089012145996,	0,00582053977996111,	-0,000877193990163505
	3,0824663117528,	73,2793984375,	36,9869995117188,	39,4089012145996,	0,00582053977996111,	-0,000877193990163505
	3,08409449644387,	73,2960546875,	37,0069999694824,	39,4678001403809,	0,00585911003872752,	-0,000938995974138379
	3,08562209829688,	73,305703125,	37,0270004272461,	39,4678001403809,	0,00585911003872752,	-0,000938995974138379
	3,08713270351291,	73,3182265625,	37,0470008850098,	39,4678001403809,	0,00585911003872752,	-0,000938995974138379
	3,08869383297861,	73,330578125,	37,0670013427734,	39,5265998840332,	0,00588166015222669,	-0,00090827897656709
	3,09030502103269,	73,3510234375,	37,0870018005371,	39,5265998840332,	0,00588166015222669,	-0,00090827897656709
	3,09196696616709,	73,3703203125,	37,1069984436035,	39,5265998840332,	0,00588166015222669,	-0,00090827897656709
	3,09367896988988,	73,3966953125,	37,1269989013672,	39,5265998840332,	0,00588166015222669,	-0,00090827897656709
	3,09534068219364,	73,41925,	37,1469993591309,	39,5853996276855,	0,00589293986558914,	-0,000850539014209062
	3,09700239449739,	73,437234375,	37,1669998168945,	39,5853996276855,	0,00589293986558914,	-0,000850539014209062
	3,09856352396309,	73,45259375,	37,1870002746582,	39,5853996276855,	0,00589293986558914,	-0,000850539014209062
	3,10014118440449,	73,4716015625,	37,2070007324219,	39,6441993713379,	0,0059155598282814,	-0,000869666982907802
	3,10178613290191,	73,4913046875,	37,2270011901855,	39,6441993713379,	0,0059155598282814,	-0,000869666982907802
	3,10343131422997,	73,51103125,	37,2470016479492,	39,6441993713379,	0,0059155598282814,	-0,000869666982907802
	3,10505949892104,	73,5294921875,	37,2669982910156,	39,6441993713379,	0,0059155598282814,	-0,000869666982907802
	3,10667068697512,	73,552296875,	37,2869987487793,	39,7617988586426,	0,00593261979520321,	-0,000869666982907802
	3,10819805599749,	73,5673515625,	37,306999206543,	39,7617988586426,	0,00593261979520321,	-0,000869666982907802
	3,10979271307588,	73,58303125,	37,3269996643066,	39,7617988586426,	0,00593261979520321,	-0,000869666982907802
	3,1114041339606,	73,6029453125,	37,3470001220703,	39,8207015991211,	0,00596161000430584,	-0,0009017150150612
	3,11301532201469,	73,6266875,	37,367000579834,	39,8207015991211,	0,00596161000430584,	-0,0009017150150612
	3,11462697573006,	73,6418125,	37,3870010375977,	39,8207015991211,	0,00596161000430584,	-0,0009017150150612
	3,11628868803382,	73,6641875,	37,4070014953613,	39,8207015991211,	0,00596161000430584,	-0,0009017150150612
	3,1178998760879,	73,683265625,	37,4269981384277,	39,8795013427734,	0,00597464991733432,	-0,000899388978723437
	3,11952806077898,	73,700734375,	37,4469985961914,	39,8795013427734,	0,00597464991733432,	-0,000899388978723437
	3,1211394816637,	73,724640625,	37,4669990539551,	39,8795013427734,	0,00597464991733432,	-0,000899388978723437
	3,1228179577738,	73,74021875,	37,4869995117188,	39,9383010864258,	0,00598172983154655,	-0,000869965995661914
	3,12461401335895,	73,7709375,	37,5069999694824,	39,9383010864258,	0,00598172983154655,	-0,000869965995661914
	3,12637630850077,	73,7966640625,	37,5270004272461,	39,9383010864258,	0,00598172983154655,	-0,000869965995661914
	3,12813906930387,	73,82284375,	37,5470008850098,	39,9383010864258,	0,00598172983154655,	-0,000869965995661914
	3,12991812825203,	73,848875,	37,5670013427734,	39,9971008300781,	0,0060110199265182,	-0,000851753982715309
	3,13161360099912,	73,871,	37,5870018005371,	39,9971008300781,	0,0060110199265182,	-0,000851753982715309
	3,1333256047219,	73,8911875,	37,6069984436035,	39,9971008300781,	0,0060110199265182,	-0,000851753982715309
	3,135004080832,	73,9112890625,	37,6269989013672,	40,0559005737305,	0,00604052003473043,	-0,000880644016433507
	3,13669955357909,	73,9302421875,	37,6469993591309,	40,0559005737305,	0,00604052003473043,	-0,000880644016433507
	3,13841155730188,	73,9478203125,	37,6669998168945,	40,0559005737305,	0,00604052003473043,	-0,000880644016433507
	3,14009003341198,	73,9716171875,	37,6870002746582,	40,0559005737305,	0,00604052003473043,	-0,000880644016433507
	3,14175174571574,	73,9894375,	37,7070007324219,	40,1735992431641,	0,00606467016041279,	-0,000880644016433507
	3,1434134580195,	74,0074140625,	37,7270011901855,	40,1735992431641,	0,00606467016041279,	-0,000880644016433507
	3,14500811509788,	74,0252578125,	37,7470016479492,	40,1735992431641,	0,00606467016041279,	-0,000880644016433507
	3,14663629978895,	74,03934375,	37,7669982910156,	40,2323989868164,	0,00606594979763031,	-0,000892115000169724
	3,14826448448002,	74,0604140625,	37,7869987487793,	40,2323989868164,	0,00606594979763031,	-0,000892115000169724
	3,14990920014679,	74,0804140625,	37,806999206543,	40,2323989868164,	0,00606594979763031,	-0,000892115000169724
	3,1515711452812,	74,0965625,	37,8269996643066,	40,2323989868164,	0,00606594979763031,	-0,000892115000169724
	3,15313227474689,	74,117703125,	37,8470001220703,	40,2910995483398,	0,00608466006815434,	-0,000880406994838268
	3,15459258854389,	74,1285546875,	37,867000579834,	40,2910995483398,	0,00608466006815434,	-0,000880406994838268
	3,15611972473562,	74,143125,	37,8870010375977,	40,2910995483398,	0,00608466006815434,	-0,000880406994838268
	3,15768108703196,	74,157890625,	37,9070014953613,	40,3499984741211,	0,00611136993393302,	-0,00089112197747454
	3,1592755112797,	74,179109375,	37,9269981384277,	40,3499984741211,	0,00611136993393302,	-0,00089112197747454
	3,16093722358346,	74,1977890625,	37,9469985961914,	40,3499984741211,	0,00611136993393302,	-0,00089112197747454
	3,16261569969356,	74,2235390625,	37,9669990539551,	40,3499984741211,	0,00611136993393302,	-0,00089112197747454
	3,16431093961,	74,2494921875,	37,9869995117188,	40,4087982177734,	0,00615114020183682,	-0,000912897987291217
	3,16603993996978,	74,273484375,	38,0069999694824,	40,4087982177734,	0,00615114020183682,	-0,000912897987291217
	3,16776870749891,	74,302140625,	38,0270004272461,	40,4087982177734,	0,00615114020183682,	-0,000912897987291217
	3,16954799927771,	74,321625,	38,0470008850098,	40,5265007019043,	0,00618050014600158,	-0,000889466027729213
	3,17139434628189,	74,356265625,	38,0670013427734,	40,5265007019043,	0,00618050014600158,	-0,000889466027729213
	3,17319040186703,	74,3864296875,	38,0870018005371,	40,5265007019043,	0,00618050014600158,	-0,000889466027729213
	3,17496969364583,	74,405796875,	38,1069984436035,	40,5265007019043,	0,00618050014600158,	-0,000889466027729213
	3,17668169736862,	74,4284765625,	38,1269989013672,	40,5853004455566,	0,00618442008271813,	-0,00090333801927045
	3,17842746153474,	74,44771875,	38,1469993591309,	40,5853004455566,	0,00618442008271813,	-0,00090333801927045
	3,18018975667655,	74,4764765625,	38,1669998168945,	40,5853004455566,	0,00618442008271813,	-0,00090333801927045
	3,18191852420568,	74,4947109375,	38,1870002746582,	40,644100189209,	0,0062053999863565,	-0,00087189901387319
	3,18368128500879,	74,51784375,	38,2070007324219,	40,644100189209,	0,0062053999863565,	-0,00087189901387319
	3,18541005253792,	74,5423046875,	38,2270011901855,	40,644100189209,	0,0062053999863565,	-0,00087189901387319
	3,18703823722899,	74,5544921875,	38,2470016479492,	40,644100189209,	0,0062053999863565,	-0,00087189901387319
	3,18859913386405,	74,571125,	38,2669982910156,	40,7028999328613,	0,0062258099205792,	-0,000866112997755408
	3,19016026332974,	74,5791796875,	38,2869987487793,	40,7028999328613,	0,0062258099205792,	-0,000866112997755408
	3,19177145138383,	74,59740625,	38,306999206543,	40,7028999328613,	0,0062258099205792,	-0,000866112997755408
	3,19346692413092,	74,616515625,	38,3269996643066,	40,7617988586426,	0,0062656900845468,	-0,00085211597615853
	3,19512863643467,	74,6404765625,	38,3470001220703,	40,7617988586426,	0,0062656900845468,	-0,00085211597615853
	3,19677358493209,	74,662484375,	38,367000579834,	40,7617988586426,	0,0062656900845468,	-0,00085211597615853
	3,19845229387283,	74,6823125,	38,3870010375977,	40,7617988586426,	0,0062656900845468,	-0,00085211597615853
	3,20004671812058,	74,6984765625,	38,4070014953613,	40,8793983459473,	0,00629366002976894,	-0,000871251977514476
	3,20164137519896,	74,7116484375,	38,4269981384277,	40,8793983459473,	0,00629366002976894,	-0,000871251977514476
	3,20328609086573,	74,7316796875,	38,4469985961914,	40,8793983459473,	0,00629366002976894,	-0,000871251977514476
	3,20496479980648,	74,75840625,	38,4669990539551,	40,9382019042969,	0,00629225978627801,	-0,000921371974982321
	3,20676085539162,	74,78175,	38,4869995117188,	40,9382019042969,	0,00629225978627801,	-0,000921371974982321
	3,20855691097677,	74,814390625,	38,5069999694824,	40,9382019042969,	0,00629225978627801,	-0,000921371974982321
	3,21031920611858,	74,8371953125,	38,5270004272461,	40,9382019042969,	0,00629225978627801,	-0,000921371974982321
	3,21214878931642,	74,86403125,	38,5470008850098,	40,9971008300781,	0,00629334012046456,	-0,000906914996448904
	3,2139616087079,	74,8888046875,	38,5670013427734,	40,9971008300781,	0,00629334012046456,	-0,000906914996448904
	3,21575766429305,	74,9158203125,	38,5870018005371,	40,9971008300781,	0,00629334012046456,	-0,000906914996448904
	3,21748666465282,	74,936984375,	38,6069984436035,	41,0559005737305,	0,00632160995155573,	-0,000891626987140626
	3,21919866837561,	74,955234375,	38,6269989013672,	41,0559005737305,	0,00632160995155573,	-0,000891626987140626
	3,22089390829206,	74,9752578125,	38,6469993591309,	41,0559005737305,	0,00632160995155573,	-0,000891626987140626
	3,2224718015641,	74,99165625,	38,6669998168945,	41,0559005737305,	0,00632160995155573,	-0,000891626987140626
	3,22398240678012,	74,9975625,	38,6870002746582,	41,1147003173828,	0,00634626997634768,	-0,000898880010936409
	3,22557706385851,	75,0138125,	38,7070007324219,	41,1147003173828,	0,00634626997634768,	-0,000898880010936409
	3,22718825191259,	75,0245,	38,7270011901855,	41,1147003173828,	0,00634626997634768,	-0,000898880010936409
	3,22883343324065,	75,05128125,	38,7470016479492,	41,2322998046875,	0,00640235980972648,	-0,000906581990420818
	3,2305286731571,	75,07209375,	38,7669982910156,	41,2322998046875,	0,00640235980972648,	-0,000906581990420818
	3,23222391307354,	75,098625,	38,7869987487793,	41,2322998046875,	0,00640235980972648,	-0,000906581990420818
	3,23388585820794,	75,1153515625,	38,806999206543,	41,2322998046875,	0,00640235980972648,	-0,000906581990420818
	3,23548028245568,	75,133890625,	38,8269996643066,	41,2910995483398,	0,00642250012606382,	-0,000939805002417415
	3,23702464811504,	75,14875,	38,8470001220703,	41,2910995483398,	0,00642250012606382,	-0,000939805002417415
	3,23863583616912,	75,1638359375,	38,867000579834,	41,2910995483398,	0,00642250012606382,	-0,000939805002417415
	3,2402640208602,	75,1875546875,	38,8870010375977,	41,3498992919922,	0,0064210700802505,	-0,000947607972193509
	3,24185867793858,	75,196953125,	38,9070014953613,	41,3498992919922,	0,0064210700802505,	-0,000947607972193509
	3,24346986599267,	75,2231875,	38,9269981384277,	41,3498992919922,	0,0064210700802505,	-0,000947607972193509
	3,24503122828901,	75,2412890625,	38,9469985961914,	41,3498992919922,	0,0064210700802505,	-0,000947607972193509
	3,24655836448073,	75,252015625,	38,9669990539551,	41,4086990356445,	0,00647309981286526,	-0,000927851011510938
	3,24818654917181,	75,274640625,	38,9869995117188,	41,4086990356445,	0,00647309981286526,	-0,000927851011510938
	3,24979797005653,	75,2961953125,	39,0069999694824,	41,4086990356445,	0,00647309981286526,	-0,000927851011510938
	3,25142615474761,	75,316359375,	39,0270004272461,	41,467601776123,	0,00652418984100223,	-0,000915336015168577
