	Crosshead,	Load,	Time,	Video,	Axial,	Traverse
	0,249746895860881,	20,0240859375,	3,00699996948242,	12,7049999237061,	0,000682435987982899,	-0,000176842004293576
	0,251475750701502,	20,050546875,	3,02699995040894,	12,7638998031616,	0,000682435987982899,	-0,000176842004293576
	0,253187870839611,	20,13864453125,	3,04699993133545,	12,7638998031616,	0,000730319006834179,	-0,000176842004293576
	0,254849583143368,	20,23105078125,	3,06699991226196,	12,7638998031616,	0,000730319006834179,	-0,000176842004293576
	0,256494531640783,	20,31072265625,	3,08699989318848,	12,8226003646851,	0,000730319006834179,	-0,000172322004800662
	0,258173036854714,	20,40211328125,	3,10700011253357,	12,8226003646851,	0,00074627302819863,	-0,000172322004800662
	0,259818014455959,	20,494701171875,	3,12700009346008,	12,8226003646851,	0,00074627302819863,	-0,000172322004800662
	0,261412584222853,	20,57865234375,	3,1470000743866,	12,8226003646851,	0,00074627302819863,	-0,00016816399875097
	0,262940040556714,	20,669140625,	3,16700005531311,	12,940299987793,	0,00074627302819863,	-0,00016816399875097
	0,264450733084232,	20,753251953125,	3,18700003623962,	12,940299987793,	0,000735857989639044,	-0,00016816399875097
	0,265978160314262,	20,839822265625,	3,20700001716614,	12,940299987793,	0,000735857989639044,	-0,00016816399875097
	0,267555995378643,	20,92730859375,	3,22699999809265,	12,9990997314453,	0,000735857989639044,	-0,00015911299851723
	0,269184150965884,	21,02316015625,	3,24699997901917,	12,9990997314453,	0,000751118990592659,	-0,00015911299851723
	0,270845892373472,	21,116326171875,	3,26699995994568,	12,9990997314453,	0,000751118990592659,	-0,00015911299851723
	0,272574747214094,	21,21508203125,	3,28699994087219,	12,9990997314453,	0,000751118990592659,	-0,000159093993715942
	0,274303602054715,	21,317009765625,	3,30699992179871,	13,0579996109009,	0,000751118990592659,	-0,000159093993715942
	0,275982136372477,	21,406130859375,	3,32699990272522,	13,0579996109009,	0,000775504973717034,	-0,000159093993715942
	0,277660670690238,	21,498169921875,	3,34699988365173,	13,0579996109009,	0,000775504973717034,	-0,000159093993715942
	0,279406347544864,	21,593203125,	3,36700010299683,	13,1167001724243,	0,000775504973717034,	-0,00016734900418669
	0,281168759102002,	21,685177734375,	3,38700008392334,	13,1167001724243,	0,00081127998419106,	-0,00016734900418669
	0,282897643046454,	21,758447265625,	3,40700006484985,	13,1167001724243,	0,00081127998419106,	-0,00016734900418669
	0,284626526990905,	21,837634765625,	3,42700004577637,	13,1167001724243,	0,00081127998419106,	-0,000180023998836987
	0,286338588921353,	21,823451171875,	3,44700002670288,	13,1756000518799,	0,00081127998419106,	-0,000180023998836987
	0,287983566522598,	21,890400390625,	3,46700000762939,	13,1756000518799,	0,000849646981805563,	-0,000180023998836987
	0,289611722109839,	21,9728125,	3,48699998855591,	13,1756000518799,	0,000849646981805563,	-0,000180023998836987
	0,291290256427601,	22,0656953125,	3,50699996948242,	13,2931995391846,	0,000849646981805563,	-0,00019842000619974
	0,292968761641532,	22,161875,	3,52699995040894,	13,2931995391846,	0,000849298026878387,	-0,00019842000619974
	0,294697645585984,	22,259787109375,	3,54699993133545,	13,2931995391846,	0,000849298026878387,	-0,00019842000619974
	0,296376179903746,	22,366865234375,	3,56699991226196,	13,2931995391846,	0,000849298026878387,	-0,00027728101122193
	0,29797074967064,	22,4608515625,	3,58699989318848,	13,3520002365112,	0,000849298026878387,	-0,00027728101122193
	0,299531762721017,	22,545904296875,	3,60700011253357,	13,3520002365112,	0,000834629987366498,	-0,00027728101122193
	0,301092804875225,	22,644271484375,	3,62700009346008,	13,3520002365112,	0,000834629987366498,	-0,00027728101122193
	0,302653817925602,	22,74450390625,	3,6470000743866,	13,4107999801636,	0,000834629987366498,	-0,000293858000077307
	0,304281973512843,	22,850935546875,	3,66700005531311,	13,4107999801636,	0,000863627006765455,	-0,000293858000077307
	0,305943714920431,	22,959322265625,	3,68700003623962,	13,4107999801636,	0,000863627006765455,	-0,000293858000077307
	0,307639042148367,	23,0732421875,	3,70700001716614,	13,4107999801636,	0,000863627006765455,	-0,000126526007079519
	0,309250375721604,	23,187861328125,	3,72699999809265,	13,4696998596191,	0,000863627006765455,	-0,000126526007079519
	0,310761068249121,	23,286626953125,	3,74699997901917,	13,4696998596191,	0,000890574010554701,	-0,000126526007079519
	0,312254938762635,	23,385482421875,	3,76699995994568,	13,4696998596191,	0,000890574010554701,	-0,000126526007079519
	0,313765602186322,	23,476125,	3,78699994087219,	13,5284004211426,	0,000890574010554701,	-0,000165699006174691
	0,31532664434053,	23,578587890625,	3,80699992179871,	13,5284004211426,	0,000924562977161258,	-0,000165699006174691
	0,316938007017598,	23,681140625,	3,82699990272522,	13,5284004211426,	0,000924562977161258,	-0,000165699006174691
	0,318616541335359,	23,76369921875,	3,84699988365173,	13,5284004211426,	0,000924562977161258,	-0,000194735999684781
	0,320378981996328,	23,850130859375,	3,86700010299683,	13,6461000442505,	0,000924562977161258,	-0,000194735999684781
	0,322175008477643,	23,94061328125,	3,88700008392334,	13,6461000442505,	0,000957533018663526,	-0,000194735999684781
	0,323937449138612,	24,071244140625,	3,90700006484985,	13,6461000442505,	0,000957533018663526,	-0,000194735999684781
	0,325733446516097,	24,14726953125,	3,92700004577637,	13,7048997879028,	0,000957533018663526,	-0,00021627800015267
	0,327529472997412,	24,21383984375,	3,94700002670288,	13,7048997879028,	0,000941543024964631,	-0,00021627800015267
	0,329275120748207,	24,289052734375,	3,96700000762939,	13,7048997879028,	0,000941543024964631,	-0,00021627800015267
	0,330970447976142,	24,37212109375,	3,98699998855591,	13,7048997879028,	0,000941543024964631,	-0,000218689994653687
	0,332615367369726,	24,444650390625,	4,00699996948242,	13,7637996673584,	0,000941543024964631,	-0,000218689994653687
	0,334226759150624,	24,512349609375,	4,02699995040894,	13,7637996673584,	0,000928028021007776,	-0,000218689994653687
	0,335922057274729,	24,591986328125,	4,04699993133545,	13,7637996673584,	0,000928028021007776,	-0,000218689994653687
	0,337600591592491,	24,66730078125,	4,06699991226196,	13,8226003646851,	0,000928028021007776,	-0,000199810994672589
	0,339279125910252,	24,746123046875,	4,08699989318848,	13,8226003646851,	0,000934421026613563,	-0,000199810994672589
	0,3409911878407,	24,833828125,	4,10699987411499,	13,8226003646851,	0,000934421026613563,	-0,000199810994672589
	0,342669722158462,	24,918953125,	4,1269998550415,	13,8226003646851,	0,000934421026613563,	-0,000196028995560482
	0,344297877745703,	25,0002578125,	4,14699983596802,	13,8814001083374,	0,000934421026613563,	-0,000196028995560482
	0,345892476616427,	25,0705,	4,16699981689453,	13,8814001083374,	0,000971555011346936,	-0,000196028995560482
	0,347537425113842,	25,15137109375,	4,18699979782104,	13,8814001083374,	0,000971555011346936,	-0,000196028995560482
	0,349232723237947,	25,236931640625,	4,20699977874756,	13,9401998519897,	0,000971555011346936,	-0,000207304998184554
	0,350911257555708,	25,32355859375,	4,22700023651123,	13,9401998519897,	0,0010083100060001,	-0,000207304998184554
	0,352572969859466,	25,407435546875,	4,24700021743774,	13,9401998519897,	0,0010083100060001,	-0,000207304998184554
	0,354251504177228,	25,496669921875,	4,26700019836426,	13,9401998519897,	0,0010083100060001,	-0,000212522005313076
	0,355896452674642,	25,567076171875,	4,28700017929077,	14,0578002929688,	0,0010083100060001,	-0,000212522005313076
	0,357474258635193,	25,63078125,	4,30700016021729,	14,0578002929688,	0,00100006000138819,	-0,000212522005313076
	0,359119207132608,	25,6890703125,	4,3270001411438,	14,0578002929688,	0,00100006000138819,	-0,000212522005313076
	0,360864883987233,	25,757736328125,	4,34700012207031,	14,1167001724243,	0,00100006000138819,	-0,000212986997212283
	0,362677674274892,	25,8469921875,	4,36700010299683,	14,1167001724243,	0,000983319012448192,	-0,000212986997212283
	0,364490493666381,	25,936529296875,	4,38700008392334,	14,1167001724243,	0,000983319012448192,	-0,000212986997212283
	0,366236112313345,	26,02691796875,	4,40700006484985,	14,1167001724243,	0,000983319012448192,	-0,000215249005123042
	0,36793143954128,	26,114,	4,42700004577637,	14,1754999160767,	0,000983319012448192,	-0,000215249005123042
	0,369626737665385,	26,202140625,	4,44700002670288,	14,1754999160767,	0,00100428995210677,	-0,000215249005123042
	0,371288479072973,	26,28280859375,	4,46700000762939,	14,1754999160767,	0,00100428995210677,	-0,000215249005123042
	0,373017333913594,	26,372931640625,	4,48699998855591,	14,234299659729,	0,00100428995210677,	-0,000208074998226948
	0,374746246961877,	26,461515625,	4,50699996948242,	14,234299659729,	0,00104786001611501,	-0,000208074998226948
	0,376559008145705,	26,562408203125,	4,52699995040894,	14,234299659729,	0,00104786001611501,	-0,000208074998226948
	0,378338241716847,	26,6588125,	4,54699993133545,	14,234299659729,	0,00104786001611501,	-0,000195878994418308
	0,380016776034608,	26,7467265625,	4,56699991226196,	14,2931995391846,	0,00104786001611501,	-0,000195878994418308
	0,38169531035237,	26,839443359375,	4,58699989318848,	14,2931995391846,	0,00108624994754791,	-0,000195878994418308
	0,383407372282818,	26,929498046875,	4,60699987411499,	14,2931995391846,	0,00108624994754791,	-0,000195878994418308
	0,385102699510753,	27,01767578125,	4,6269998550415,	14,4107999801636,	0,00108624994754791,	-0,000206098993658088
	0,386797997634858,	27,117890625,	4,64699983596802,	14,4107999801636,	0,00106028001755476,	-0,000206098993658088
	0,388526852475479,	27,208353515625,	4,66699981689453,	14,4107999801636,	0,00106028001755476,	-0,000206098993658088
	0,390222150599584,	27,288216796875,	4,68699979782104,	14,4107999801636,	0,00106028001755476,	-0,00022741399880033
	0,391850335290655,	27,38293359375,	4,70699977874756,	14,4695997238159,	0,00106028001755476,	-0,00022741399880033
	0,393478490877897,	27,4499765625,	4,72700023651123,	14,4695997238159,	0,00107789994217455,	-0,00022741399880033
	0,395140232285485,	27,5180234375,	4,74700021743774,	14,4695997238159,	0,00107789994217455,	-0,00022741399880033
	0,396768387872726,	27,5993984375,	4,76700019836426,	14,5284004211426,	0,00107789994217455,	-0,000229772995226085
	0,39831263711676,	27,680212890625,	4,78700017929077,	14,5284004211426,	0,00111558998469263,	-0,000229772995226085
	0,399823300540447,	27,749287109375,	4,80700016021729,	14,5284004211426,	0,00111558998469263,	-0,000229772995226085
	0,401283614337444,	27,816845703125,	4,8270001411438,	14,5284004211426,	0,00111558998469263,	-0,000232331003644504
	0,402760721044615,	27,892615234375,	4,84700012207031,	14,5872001647949,	0,00111558998469263,	-0,000232331003644504
	0,404338497901335,	27,981798828125,	4,86700010299683,	14,5872001647949,	0,00116519001312554,	-0,000232331003644504
	0,405966682592407,	28,066515625,	4,88700008392334,	14,5872001647949,	0,00116519001312554,	-0,000232331003644504
	0,407611631089821,	28,1605,	4,90700006484985,	14,6461000442505,	0,00116519001312554,	-0,00023523900017608
	0,4093237221241,	28,25027734375,	4,92700004577637,	14,6461000442505,	0,00115696003194898,	-0,00023523900017608
	0,411052576964721,	28,3490546875,	4,94700002670288,	14,6461000442505,	0,00115696003194898,	-0,00023523900017608
	0,412731111282483,	28,4411640625,	4,96700000762939,	14,6461000442505,	0,00115696003194898,	-0,000246139999944717
	0,414392852690071,	28,513375,	4,98699998855591,	14,7636003494263,	0,00115696003194898,	-0,000246139999944717
	0,416071357904002,	28,609326171875,	5,00699996948242,	14,7636003494263,	0,00113526999484748,	-0,000246139999944717
	0,417850591475144,	28,7003125,	5,02699995040894,	14,7636003494263,	0,00113526999484748,	-0,000246139999944717
	0,419629854150116,	28,748125,	5,04699993133545,	14,8225002288818,	0,00113526999484748,	-0,000244031005422585
	0,421375472797081,	28,79558984375,	5,06699991226196,	14,8225002288818,	0,00117430998943746,	-0,000244031005422585
	0,423121149651706,	28,870927734375,	5,08699989318848,	14,8225002288818,	0,00117430998943746,	-0,000244031005422585
	0,424816447775811,	28,910919921875,	5,10699987411499,	14,8225002288818,	0,00117430998943746,	-0,000245097005972639
	0,426478189183399,	28,978376953125,	5,1269998550415,	14,8814001083374,	0,00117430998943746,	-0,000245097005972639
	0,428123137680814,	29,0577734375,	5,14699983596802,	14,8814001083374,	0,00122450001072139,	-0,000245097005972639
	0,429818464908749,	29,143849609375,	5,16699981689453,	14,8814001083374,	0,00122450001072139,	-0,000245097005972639
	0,43154731974937,	29,225171875,	5,18699979782104,	14,940299987793,	0,00122450001072139,	-0,000250217999564484
	0,433242617873475,	29,30503125,	5,20699977874756,	14,940299987793,	0,00122372002806515,	-0,000250217999564484
	0,434854009654373,	29,3813828125,	5,22700023651123,	14,940299987793,	0,00122372002806515,	-0,000250217999564484
	0,436431786511093,	29,45608203125,	5,24700021743774,	14,940299987793,	0,00122372002806515,	-0,000251671008300036
	0,437976035755128,	29,523212890625,	5,26700019836426,	14,9989995956421,	0,00122372002806515,	-0,000251671008300036
	0,439537077909335,	29,589515625,	5,28700017929077,	14,9989995956421,	0,00121708994265646,	-0,000251671008300036
	0,441148469690233,	29,655904296875,	5,30700016021729,	14,9989995956421,	0,00121708994265646,	-0,000251671008300036
	0,442810181993991,	29,74103515625,	5,3270001411438,	15,1166000366211,	0,00121708994265646,	-0,000252603989792988
	0,444471923401579,	29,778142578125,	5,34700012207031,	15,1166000366211,	0,00125669001135975,	-0,000252603989792988
	0,446116871898994,	29,81237890625,	5,36700010299683,	15,1166000366211,	0,00125669001135975,	-0,000252603989792988
	0,447644328232855,	29,866189453125,	5,38700008392334,	15,1166000366211,	0,00125669001135975,	-0,000252603989792988
	0,449121405836195,	29,922609375,	5,40700006484985,	15,1754999160767,	0,00125669001135975,	-0,000257873005466536
	0,450682418886572,	29,98880078125,	5,42700004577637,	15,1754999160767,	0,00129209994338453,	-0,000257873005466536
	0,45229381066747,	30,071728515625,	5,44700002670288,	15,1754999160767,	0,00129209994338453,	-0,000257873005466536
	0,453905202448368,	30,134841796875,	5,46700000762939,	15,2341995239258,	0,00129209994338453,	-0,000261664012214169
	0,455533358035609,	30,226072265625,	5,48699998855591,	15,2341995239258,	0,00128371000755578,	-0,000261664012214169
	0,457211892353371,	30,307724609375,	5,50699996948242,	15,2341995239258,	0,00128371000755578,	-0,000261664012214169
	0,458940747193992,	30,398427734375,	5,52699995040894,	15,2341995239258,	0,00128371000755578,	-0,000261664012214169
	0,460703187854961,	30,48744921875,	5,54699993133545,	15,2931003570557,	0,00128371000755578,	-0,000271208002232015
	0,462465657619759,	30,57956640625,	5,56699991226196,	15,2931003570557,	0,00125627999659628,	-0,000271208002232015
	0,464261654997244,	30,65861328125,	5,58699989318848,	15,2931003570557,	0,00125627999659628,	-0,000271208002232015
	0,46605765237473,	30,74803125,	5,60699987411499,	15,3520002365112,	0,00125627999659628,	-0,000261539011262357
	0,467786536319181,	30,805451171875,	5,6269998550415,	15,3520002365112,	0,00125366996508092,	-0,000261539011262357
	0,469465070636943,	30,8426953125,	5,64699983596802,	15,3520002365112,	0,00125366996508092,	-0,000261539011262357
	0,471110019134358,	30,8996171875,	5,66699981689453,	15,3520002365112,	0,00125366996508092,	-0,000261539011262357
	0,472771760541946,	30,900908203125,	5,68699979782104,	15,4107999801636,	0,00125366996508092,	-0,00026025899569504
	0,47446705866605,	30,9601015625,	5,70699977874756,	15,4107999801636,	0,00128079997375607,	-0,00026025899569504
	0,476145563879982,	31,0267265625,	5,72700023651123,	15,4107999801636,	0,00128079997375607,	-0,00026025899569504
	0,477840862004086,	31,1016328125,	5,74700021743774,	15,5284004211426,	0,00128079997375607,	-0,000262246991042048
	0,479536189232022,	31,179591796875,	5,76700019836426,	15,5284004211426,	0,00133254996035248,	-0,000262246991042048
	0,481181137729436,	31,247396484375,	5,78700017929077,	15,5284004211426,	0,00133254996035248,	-0,000262246991042048
	0,482809293316677,	31,31834375,	5,80700016021729,	15,5284004211426,	0,00133254996035248,	-0,000262246991042048
	0,484454241814092,	31,3848515625,	5,8270001411438,	15,5871000289917,	0,00133254996035248,	-0,000276676990324631
	0,486149539938197,	31,453173828125,	5,84700012207031,	15,5871000289917,	0,00131874997168779,	-0,000276676990324631
	0,487861630972475,	31,536466796875,	5,86700010299683,	15,5871000289917,	0,00131874997168779,	-0,000276676990324631
	0,489523401483893,	31,601392578125,	5,88700008392334,	15,6459999084473,	0,00131874997168779,	-0,000280996988294646
	0,491185113787651,	31,670873046875,	5,90700006484985,	15,6459999084473,	0,00131491001229733,	-0,000280996988294646
	0,492813240271062,	31,742220703125,	5,92700004577637,	15,6459999084473,	0,00131491001229733,	-0,000280996988294646
	0,494407839141786,	31,8124453125,	5,94700002670288,	15,6459999084473,	0,00131491001229733,	-0,000280996988294646
	0,496019260026515,	31,87549609375,	5,96700000762939,	15,7047996520996,	0,00131491001229733,	-0,00027499400312081
	0,497697794344276,	31,943896484375,	5,98699998855591,	15,7047996520996,	0,00133455998729914,	-0,00027499400312081
	0,499477027915418,	32,017765625,	6,00699996948242,	15,7047996520996,	0,00133455998729914,	-0,00027499400312081
	0,50130661111325,	32,09891796875,	6,02699995040894,	15,7636003494263,	0,00133455998729914,	-0,000281476008240134
	0,503102608490735,	32,17083984375,	6,04699993133545,	15,7636003494263,	0,00138071004766971,	-0,000281476008240134
	0,504831492435187,	32,2404140625,	6,06699991226196,	15,7636003494263,	0,00138071004766971,	-0,000281476008240134
	0,506543554365635,	32,30705078125,	6,08699989318848,	15,7636003494263,	0,00138071004766971,	-0,000281476008240134
	0,50823885248974,	32,37348046875,	6,10699987411499,	15,8812999725342,	0,00138071004766971,	-0,000298616010695696
	0,509984558448195,	32,437623046875,	6,1269998550415,	15,8812999725342,	0,00140064000152051,	-0,000298616010695696
	0,51173020619899,	32,418966796875,	6,14699983596802,	15,8812999725342,	0,00140064000152051,	-0,000298616010695696
	0,513509381562471,	32,436806640625,	6,16699981689453,	15,9399995803833,	0,00140064000152051,	-0,0002837429929059
	0,515305437147617,	32,482796875,	6,18699979782104,	15,9399995803833,	0,00139796000439674,	-0,0002837429929059
	0,516983913257718,	32,53554296875,	6,20699977874756,	15,9399995803833,	0,00139796000439674,	-0,0002837429929059
	0,518645683769137,	32,5887265625,	6,22700023651123,	15,9399995803833,	0,00139796000439674,	-0,0002837429929059
	0,520340981893241,	32,64934765625,	6,24700021743774,	15,9989004135132,	0,00139796000439674,	-0,00028313000802882
	0,522002694196999,	32,71069921875,	6,26700019836426,	15,9989004135132,	0,00142287998460233,	-0,00028313000802882
	0,523664464708418,	32,7716640625,	6,28700017929077,	15,9989004135132,	0,00142287998460233,	-0,00028313000802882
	0,525359762832522,	32,8276484375,	6,30700016021729,	16,0578002929688,	0,00142287998460233,	-0,000278860999969766
	0,52702147513628,	32,88325,	6,3270001411438,	16,0578002929688,	0,00146212999243289,	-0,000278860999969766
	0,528649659827352,	32,9381484375,	6,34700012207031,	16,0578002929688,	0,00146212999243289,	-0,000278860999969766
	0,530261022504419,	32,98752734375,	6,36700010299683,	16,0578002929688,	0,00146212999243289,	-0,000278860999969766
	0,531872385181487,	33,01792578125,	6,38700008392334,	16,1165008544922,	0,00146212999243289,	-0,000281927990727127
	0,533517333678901,	33,0590859375,	6,40700006484985,	16,1165008544922,	0,00145541003439575,	-0,000281927990727127
	0,53512875456363,	33,1112734375,	6,42700004577637,	16,1165008544922,	0,00145541003439575,	-0,000281927990727127
	0,536689767614007,	33,14528125,	6,44700002670288,	16,2341995239258,	0,00145541003439575,	-0,000288717012153938
	0,538217253051698,	33,097375,	6,46700000762939,	16,2341995239258,	0,00144430005457252,	-0,000288717012153938
	0,539694330655038,	33,1376875,	6,48699998855591,	16,2341995239258,	0,00144430005457252,	-0,000288717012153938
	0,54122181609273,	33,179484375,	6,50699996948242,	16,2341995239258,	0,00144430005457252,	-0,000288717012153938
	0,542816356755793,	33,2384765625,	6,52699995040894,	16,2931003570557,	0,00144430005457252,	-0,000311593990772963
	0,544444483239204,	33,29891015625,	6,54699993133545,	16,2931003570557,	0,00146460998803377,	-0,000311593990772963
	0,546123017556965,	33,355671875,	6,56699991226196,	16,2931003570557,	0,00146460998803377,	-0,000311593990772963
	0,547851901501417,	33,41555078125,	6,58699989318848,	16,3518009185791,	0,00146460998803377,	-0,000327543006278574
	0,549564021639526,	33,47497265625,	6,60699987411499,	16,3518009185791,	0,00147592998109758,	-0,000327543006278574
	0,551225733943284,	33,5265390625,	6,6269998550415,	16,3518009185791,	0,00147592998109758,	-0,000327543006278574
	0,552887504454702,	33,5760078125,	6,64699983596802,	16,3518009185791,	0,00147592998109758,	-0,000327543006278574
	0,554616330191493,	33,6336953125,	6,66699981689453,	16,4106998443604,	0,00147592998109758,	-0,000325455999700353
	0,556395563762635,	33,691171875,	6,68699979782104,	16,4106998443604,	0,00148423004429787,	-0,000325455999700353
	0,558174797333777,	33,74641015625,	6,70699977874756,	16,4106998443604,	0,00148423004429787,	-0,000325455999700353
	0,559987616725266,	33,813546875,	6,72700023651123,	16,4694995880127,	0,00148423004429787,	-0,000316232995828614
	0,561783614102751,	33,8717734375,	6,74700021743774,	16,4694995880127,	0,00149619998410344,	-0,000316232995828614
	0,563478970434517,	33,923328125,	6,76700019836426,	16,4694995880127,	0,00149619998410344,	-0,000316232995828614
	0,56512386072427,	33,97008984375,	6,78700017929077,	16,4694995880127,	0,00149619998410344,	-0,000316232995828614
	0,566785631235689,	34,0136171875,	6,80700016021729,	16,5870990753174,	0,00149619998410344,	-0,000314391014399007
	0,568447343539447,	34,06163671875,	6,8270001411438,	16,5870990753174,	0,0015032299561426,	-0,000314391014399007
	0,570125877857208,	34,10866015625,	6,84700012207031,	16,5870990753174,	0,0015032299561426,	-0,000314391014399007
	0,57175406254828,	34,1490625,	6,86700010299683,	16,6459007263184,	0,0015032299561426,	-0,00032150698825717
	0,573315075598657,	34,18011328125,	6,88700008392334,	16,6459007263184,	0,0015186199452728,	-0,00032150698825717
	0,574859324842691,	34,21165234375,	6,90700006484985,	16,6459007263184,	0,0015186199452728,	-0,00032150698825717
	0,576420279685408,	34,2573203125,	6,92700004577637,	16,6459007263184,	0,0015186199452728,	-0,00032150698825717
	0,578014936763793,	34,29782421875,	6,94700002670288,	16,7047996520996,	0,0015186199452728,	-0,000338339013978839
	0,579643063247204,	34,34821875,	6,96700000762939,	16,7047996520996,	0,00151792005635798,	-0,000338339013978839
	0,581321597564965,	34,40049609375,	6,98699998855591,	16,7047996520996,	0,00151792005635798,	-0,000338339013978839
	0,583000131882727,	34,450890625,	7,00699996948242,	16,763500213623,	0,00151792005635798,	-0,000341626990120858
	0,584577908739448,	34,4996171875,	7,02699995040894,	16,763500213623,	0,00153191003482789,	-0,000341626990120858
	0,586038222536445,	34,5380546875,	7,04699993133545,	16,763500213623,	0,00153191003482789,	-0,000341626990120858
	0,587548885960132,	34,57287890625,	7,06699991226196,	16,763500213623,	0,00153191003482789,	-0,000341626990120858
	0,589126721024513,	34,61769140625,	7,08699989318848,	16,8225002288818,	0,00153191003482789,	-0,000333572999807075
	0,590738083701581,	34,66521484375,	7,10699987411499,	16,8225002288818,	0,00154155003838241,	-0,000333572999807075
	0,592399854212999,	34,713140625,	7,1269998550415,	16,8225002288818,	0,00154155003838241,	-0,000333572999807075
	0,594061566516757,	34,76066796875,	7,14699983596802,	16,8812999725342,	0,00154155003838241,	-0,000323009997373447
	0,595756864640862,	34,813375,	7,16699981689453,	16,8812999725342,	0,0015683900564909,	-0,000323009997373447
	0,597485748585314,	34,86139453125,	7,18699979782104,	16,8812999725342,	0,0015683900564909,	-0,000323009997373447
	0,599214632529765,	34,9021875,	7,20699977874756,	16,8812999725342,	0,0015683900564909,	-0,000323009997373447
	0,600977044086903,	34,94102734375,	7,22700023651123,	16,9988994598389,	0,0015683900564909,	-0,000331874995026737
	0,602756277658045,	34,98558984375,	7,24700021743774,	16,9988994598389,	0,00158390996512026,	-0,000331874995026737
	0,604485161602497,	35,028578125,	7,26700019836426,	16,9988994598389,	0,00158390996512026,	-0,000331874995026737
	0,606180517934263,	35,06475,	7,28700017929077,	17,0576992034912,	0,00158390996512026,	-0,000354630989022553
	0,607825408224016,	35,0925703125,	7,30700016021729,	17,0576992034912,	0,00158639997243881,	-0,000354630989022553
	0,609487178735435,	35,13132421875,	7,3270001411438,	17,0576992034912,	0,00158639997243881,	-0,000354630989022553
	0,61118247685954,	35,1692890625,	7,34700012207031,	17,0576992034912,	0,00158639997243881,	-0,000354630989022553
	0,612877774983644,	35,2050703125,	7,36700010299683,	17,1165008544922,	0,00158639997243881,	-0,000355856987880543
	0,614556251093745,	35,23851171875,	7,38700008392334,	17,1165008544922,	0,00159104005433619,	-0,000355856987880543
	0,616285135038197,	35,276375,	7,40700006484985,	17,1165008544922,	0,00159104005433619,	-0,000355856987880543
	0,617980491369963,	35,308609375,	7,42700004577637,	17,1753005981445,	0,00159104005433619,	-0,000358477002009749
	0,61964220367372,	35,34447265625,	7,44700002670288,	17,1753005981445,	0,0016132399905473,	-0,000358477002009749
	0,621270330157131,	35,36688671875,	7,46700000762939,	17,1753005981445,	0,0016132399905473,	-0,000358477002009749
	0,62293210066855,	35,3996953125,	7,48699998855591,	17,1753005981445,	0,0016132399905473,	-0,000358477002009749
	0,624660984613001,	35,4365234375,	7,50699996948242,	17,2341995239258,	0,0016132399905473,	-0,000361601007170975
	0,626305933110416,	35,4716796875,	7,52699995040894,	17,2341995239258,	0,00162750005256385,	-0,000361601007170975
	0,627934117801487,	35,49638671875,	7,54699993133545,	17,2341995239258,	0,00162750005256385,	-0,000361601007170975
	0,629595830105245,	35,5325390625,	7,56699991226196,	17,3516998291016,	0,00162750005256385,	-0,000361199985491112
	0,631207192782313,	35,56633984375,	7,58699989318848,	17,3516998291016,	0,00164754001889378,	-0,000361199985491112
	0,632785027846694,	35,5932265625,	7,60699987411499,	17,3516998291016,	0,00164754001889378,	-0,000361199985491112
	0,634429918136448,	35,62317578125,	7,6269998550415,	17,3516998291016,	0,00164754001889378,	-0,000361199985491112
	0,636142038274556,	35,66278125,	7,64699983596802,	17,4106006622314,	0,00164754001889378,	-0,000362796999979764
	0,637904449831694,	35,69236328125,	7,66699981689453,	17,4106006622314,	0,0016529499553144,	-0,000362796999979764
	0,639717269223183,	35,73457421875,	7,68699979782104,	17,4106006622314,	0,0016529499553144,	-0,000362796999979764
	0,641496561001986,	35,772921875,	7,70699977874756,	17,4694004058838,	0,0016529499553144,	-0,000373440008843318
	0,643242208752781,	35,8062578125,	7,72700023651123,	17,4694004058838,	0,00167231005616486,	-0,000373440008843318
	0,645021384116262,	35,84129296875,	7,74700021743774,	17,4694004058838,	0,00167231005616486,	-0,000373440008843318
	0,646783853881061,	35,86535546875,	7,76700019836426,	17,4694004058838,	0,00167231005616486,	-0,000373440008843318
	0,648546265438199,	35,90090625,	7,78700017929077,	17,528299331665,	0,00167231005616486,	-0,00036801298847422
	0,650308735202998,	35,9301015625,	7,80700016021729,	17,528299331665,	0,00168823997955769,	-0,00036801298847422
	0,652121554594487,	35,96180078125,	7,8270001411438,	17,528299331665,	0,00168823997955769,	-0,00036801298847422
	0,653850438538939,	35,98906640625,	7,84700012207031,	17,5870990753174,	0,00168823997955769,	-0,000368715991498902
	0,655512150842696,	36,01192578125,	7,86700010299683,	17,5870990753174,	0,00170529005117714,	-0,000368715991498902
	0,657190685160458,	36,03505078125,	7,88700008392334,	17,5870990753174,	0,00170529005117714,	-0,000368715991498902
	0,65886921947822,	36,05839453125,	7,90700006484985,	17,5870990753174,	0,00170529005117714,	-0,000368715991498902
	0,660547753795981,	36,08034375,	7,92700004577637,	17,7047004699707,	0,00170529005117714,	-0,000371263013221323
	0,662209466099739,	36,10471875,	7,94700002670288,	17,7047004699707,	0,00172736996319145,	-0,000371263013221323
	0,663871178403497,	36,1284609375,	7,96700000762939,	17,7047004699707,	0,00172736996319145,	-0,000371263013221323
	0,665516126900911,	36,149265625,	7,98699998855591,	17,763500213623,	0,00172736996319145,	-0,000373351998860016
	0,667093903757632,	36,165671875,	8,00699996948242,	17,763500213623,	0,00173330004326999,	-0,000373351998860016
